"site","utterance","goal","true_state","goal_prob","subid"
"US","good","honest","4",0.325,"10"
"US","good","honest","5",0.425,"10"
"US","amazing","honest","1",0.025,"10"
"US","okay","mean","5",0.1,"11"
"US","bad","mean","2",0.425,"11"
"US","amazing","mean","3",0,"11"
"US","bad","mean","3",0.95,"11"
"US","bad","mean","5",1,"11"
"US","terrible","mean","3",0.775,"11"
"US","good","mean","5",0,"11"
"US","terrible","mean","5",1,"11"
"US","okay","mean","1",0.225,"11"
"US","good","mean","3",0.225,"11"
"US","amazing","mean","2",0.375,"11"
"US","okay","mean","2",0.325,"11"
"US","bad","mean","4",0.925,"11"
"US","good","mean","2",0.35,"11"
"US","terrible","mean","1",0.15,"11"
"US","good","mean","1",0.65,"11"
"US","amazing","mean","5",0.1,"11"
"US","okay","mean","4",0.75,"11"
"US","amazing","mean","4",0.15,"11"
"US","terrible","mean","4",0.8,"11"
"US","amazing","mean","1",0.15,"11"
"US","terrible","mean","2",0.6,"11"
"US","okay","mean","3",0.375,"11"
"US","good","mean","4",0.175,"11"
"US","bad","mean","1",0.15,"11"
"US","good","nice","2",0.625,"15"
"US","terrible","nice","3",0.3,"15"
"US","amazing","nice","2",0.5,"15"
"US","amazing","nice","3",0.65,"15"
"US","bad","nice","3",0.65,"15"
"US","bad","nice","4",0.475,"15"
"US","bad","nice","1",0.575,"15"
"US","terrible","nice","2",0.5,"15"
"US","terrible","nice","4",0.5,"15"
"US","good","nice","4",0.65,"15"
"US","amazing","nice","4",0.725,"15"
"US","amazing","nice","1",0.5,"15"
"US","amazing","nice","5",0.925,"15"
"US","bad","nice","2",0.375,"15"
"US","okay","nice","4",0.35,"15"
"US","terrible","nice","5",0.35,"15"
"US","terrible","nice","1",0.275,"15"
"US","okay","nice","3",0.65,"15"
"US","good","nice","1",0.5,"15"
"US","okay","nice","5",0.6,"15"
"US","good","nice","5",0.975,"15"
"US","okay","nice","1",0.25,"15"
"US","good","nice","3",0.5,"15"
"US","bad","nice","5",0.925,"15"
"US","okay","nice","2",0.5,"15"
"US","terrible","mean","3",0.825,"18"
"US","terrible","mean","4",0.875,"18"
"US","good","mean","1",0.2,"18"
"US","amazing","mean","1",0.15,"18"
"US","amazing","mean","3",0.2,"18"
"US","good","mean","4",0.2,"18"
"US","amazing","mean","4",0.175,"18"
"US","amazing","mean","5",0.15,"18"
"US","okay","mean","2",0.175,"18"
"US","amazing","mean","2",0.2,"18"
"US","bad","mean","2",0.2,"18"
"US","terrible","mean","5",0.95,"18"
"US","good","mean","3",0.1,"18"
"US","bad","mean","3",0.7,"18"
"US","okay","mean","4",0.725,"18"
"US","good","mean","2",0.175,"18"
"US","okay","mean","1",0.25,"18"
"US","okay","mean","3",0.15,"18"
"US","good","mean","5",0.45,"18"
"US","bad","mean","1",0.15,"18"
"US","bad","mean","4",0.8,"18"
"US","okay","mean","5",0.825,"18"
"US","terrible","mean","2",0.225,"18"
"US","terrible","mean","1",0.1,"18"
"US","bad","mean","5",0.925,"18"
"US","okay","nice","4",0.25,"19"
"US","amazing","nice","4",0.75,"19"
"US","good","nice","3",0.7,"19"
"US","amazing","nice","1",0.975,"19"
"US","okay","nice","1",0.7,"19"
"US","okay","nice","2",0.5,"19"
"US","terrible","nice","3",0.1,"19"
"US","bad","nice","1",0.5,"19"
"US","terrible","nice","1",0.275,"19"
"US","bad","nice","5",0,"19"
"US","amazing","nice","5",0.95,"19"
"US","okay","nice","3",0.5,"19"
"US","terrible","nice","4",0.025,"19"
"US","amazing","nice","2",0.95,"19"
"US","bad","nice","4",0.1,"19"
"US","bad","nice","2",0.325,"19"
"US","good","nice","1",0.925,"19"
"US","terrible","nice","5",0.05,"19"
"US","bad","nice","3",0.25,"19"
"US","good","nice","2",0.7,"19"
"US","good","nice","4",0.675,"19"
"US","terrible","nice","2",0.225,"19"
"US","good","nice","5",0.675,"19"
"US","okay","nice","5",0.275,"19"
"US","amazing","nice","3",0.925,"19"
"US","amazing","honest","4",0.8,"22"
"US","amazing","honest","3",0.5,"22"
"US","good","honest","1",0.725,"22"
"US","terrible","honest","1",0.775,"22"
"US","bad","honest","1",0.9,"22"
"US","good","honest","2",0.275,"22"
"US","okay","honest","2",0.25,"22"
"US","good","honest","5",1,"22"
"US","good","honest","4",0.75,"22"
"US","amazing","honest","5",0.95,"22"
"US","terrible","honest","2",0.775,"22"
"US","bad","honest","3",0.975,"22"
"US","okay","honest","3",0.25,"22"
"US","okay","honest","5",0.775,"22"
"US","terrible","honest","3",0.725,"22"
"US","amazing","honest","2",0.25,"22"
"US","bad","honest","5",0.75,"22"
"US","bad","honest","2",0.7,"22"
"US","terrible","honest","4",0.7,"22"
"US","okay","honest","1",0,"22"
"US","okay","honest","4",0.725,"22"
"US","good","honest","3",0.75,"22"
"US","terrible","honest","5",0.775,"22"
"US","amazing","honest","1",0,"22"
"US","bad","honest","4",0.925,"22"
"US","good","honest","1",0,"22"
"US","okay","honest","4",0.35,"22"
"US","okay","honest","5",0.225,"22"
"US","bad","honest","4",0.05,"22"
"US","good","honest","3",0.75,"22"
"US","bad","honest","1",0.95,"22"
"US","amazing","honest","4",0.825,"22"
"US","bad","honest","5",0.05,"22"
"US","amazing","honest","1",0.025,"22"
"US","amazing","honest","2",0.225,"22"
"US","bad","honest","3",0.325,"22"
"US","terrible","honest","2",0.675,"22"
"US","amazing","honest","5",0.975,"22"
"US","terrible","honest","1",0.95,"22"
"US","good","honest","5",0.675,"22"
"US","terrible","honest","3",0.175,"22"
"US","terrible","honest","5",0,"22"
"US","good","honest","2",0.35,"22"
"US","okay","honest","2",0.375,"22"
"US","okay","honest","3",0.425,"22"
"US","bad","honest","2",0.35,"22"
"US","terrible","honest","4",0.175,"22"
"US","good","honest","4",0.75,"22"
"US","amazing","honest","3",0.3,"22"
"US","okay","honest","1",0.2,"22"
"US","good","mean","1",0.05,"24"
"US","terrible","mean","1",0.75,"24"
"US","okay","mean","2",0.35,"24"
"US","good","mean","3",0.3,"24"
"US","terrible","mean","5",1,"24"
"US","terrible","mean","3",0.775,"24"
"US","okay","mean","1",0.2,"24"
"US","terrible","mean","2",0.6,"24"
"US","amazing","mean","5",0.125,"24"
"US","good","mean","2",0.125,"24"
"US","okay","mean","5",0.25,"24"
"US","bad","mean","1",0.65,"24"
"US","terrible","mean","4",0.775,"24"
"US","bad","mean","3",0.65,"24"
"US","bad","mean","5",0.575,"24"
"US","good","mean","5",0.125,"24"
"US","bad","mean","4",0.7,"24"
"US","amazing","mean","2",0.075,"24"
"US","amazing","mean","4",0.05,"24"
"US","okay","mean","3",0.45,"24"
"US","good","mean","4",0.35,"24"
"US","amazing","mean","3",0.275,"24"
"US","bad","mean","2",0.575,"24"
"US","okay","mean","4",0.6,"24"
"US","amazing","mean","1",0.225,"24"
"US","good","mean","5",0.175,"26"
"US","bad","mean","3",0.8,"26"
"US","terrible","mean","4",0.9,"26"
"US","terrible","mean","3",0.9,"26"
"US","okay","mean","4",0.5,"26"
"US","amazing","mean","1",0.1,"26"
"US","bad","mean","2",0.125,"26"
"US","amazing","mean","2",0.275,"26"
"US","terrible","mean","5",0.9,"26"
"US","okay","mean","2",0.2,"26"
"US","good","mean","3",0.075,"26"
"US","good","mean","4",0.125,"26"
"US","amazing","mean","5",0.025,"26"
"US","amazing","mean","4",0.15,"26"
"US","okay","mean","3",0.275,"26"
"US","okay","mean","5",0.65,"26"
"US","bad","mean","4",0.875,"26"
"US","amazing","mean","3",0.225,"26"
"US","bad","mean","5",0.875,"26"
"US","good","mean","1",0.2,"26"
"US","terrible","mean","2",0.675,"26"
"US","good","mean","2",0.125,"26"
"US","okay","mean","1",0.2,"26"
"US","terrible","mean","1",0.45,"26"
"US","bad","mean","1",0.475,"26"
"US","amazing","mean","3",0,"27"
"US","good","mean","2",0,"27"
"US","terrible","mean","1",0.4,"27"
"US","bad","mean","5",1,"27"
"US","amazing","mean","2",0.025,"27"
"US","bad","mean","4",1,"27"
"US","good","mean","5",0.275,"27"
"US","okay","mean","4",0.475,"27"
"US","amazing","mean","1",0,"27"
"US","amazing","mean","5",0.05,"27"
"US","bad","mean","1",0.35,"27"
"US","bad","mean","3",0.85,"27"
"US","okay","mean","2",0.25,"27"
"US","okay","mean","1",0,"27"
"US","terrible","mean","3",1,"27"
"US","good","mean","1",0,"27"
"US","good","mean","3",0,"27"
"US","bad","mean","2",0.45,"27"
"US","good","mean","4",0,"27"
"US","terrible","mean","5",1,"27"
"US","okay","mean","3",0.25,"27"
"US","terrible","mean","2",0.275,"27"
"US","terrible","mean","4",1,"27"
"US","okay","mean","5",0.75,"27"
"US","amazing","mean","4",0.025,"27"
"US","good","mean","3",0.025,"28"
"US","amazing","mean","4",0,"28"
"US","terrible","mean","3",0.85,"28"
"US","terrible","mean","5",1,"28"
"US","okay","mean","4",0.675,"28"
"US","terrible","mean","1",0.15,"28"
"US","okay","mean","5",0.95,"28"
"US","okay","mean","2",0.15,"28"
"US","okay","mean","1",0.075,"28"
"US","bad","mean","3",0.9,"28"
"US","good","mean","4",0.05,"28"
"US","terrible","mean","2",0.6,"28"
"US","bad","mean","1",0.575,"28"
"US","amazing","mean","2",0,"28"
"US","bad","mean","2",0.2,"28"
"US","amazing","mean","5",0,"28"
"US","good","mean","1",0,"28"
"US","amazing","mean","1",0,"28"
"US","terrible","mean","4",0.875,"28"
"US","bad","mean","4",0.875,"28"
"US","good","mean","2",0.075,"28"
"US","okay","mean","3",0.025,"28"
"US","bad","mean","5",1,"28"
"US","amazing","mean","3",0,"28"
"US","good","mean","5",0.8,"28"
"US","okay","mean","2",0.3,"29"
"US","amazing","mean","3",0.25,"29"
"US","bad","mean","4",0.8,"29"
"US","good","mean","1",0.1,"29"
"US","okay","mean","4",0.65,"29"
"US","terrible","mean","4",0.825,"29"
"US","terrible","mean","3",0.7,"29"
"US","amazing","mean","1",0.15,"29"
"US","bad","mean","5",0.9,"29"
"US","amazing","mean","5",0.05,"29"
"US","bad","mean","1",0.5,"29"
"US","okay","mean","1",0.425,"29"
"US","bad","mean","2",0.5,"29"
"US","okay","mean","5",0.75,"29"
"US","terrible","mean","2",0.65,"29"
"US","okay","mean","3",0.5,"29"
"US","good","mean","4",0.5,"29"
"US","good","mean","2",0.05,"29"
"US","good","mean","3",0.5,"29"
"US","good","mean","5",0.225,"29"
"US","terrible","mean","1",0.5,"29"
"US","terrible","mean","5",0.975,"29"
"US","amazing","mean","4",0.05,"29"
"US","amazing","mean","2",0.15,"29"
"US","bad","mean","3",0.65,"29"
"US","amazing","honest","5",0.875,"30"
"US","good","honest","3",0.725,"30"
"US","terrible","honest","1",0.775,"30"
"US","okay","honest","4",0.525,"30"
"US","amazing","honest","1",0.875,"30"
"US","terrible","honest","5",1,"30"
"US","terrible","honest","4",0.5,"30"
"US","amazing","honest","4",0.675,"30"
"US","okay","honest","3",1,"30"
"US","amazing","honest","2",0.5,"30"
"US","good","honest","2",0.35,"30"
"US","okay","honest","1",0.5,"30"
"US","okay","honest","2",0.5,"30"
"US","bad","honest","5",0.275,"30"
"US","bad","honest","3",0.5,"30"
"US","okay","honest","5",0.5,"30"
"US","bad","honest","1",0.825,"30"
"US","good","honest","1",0.5,"30"
"US","good","honest","4",0.5,"30"
"US","terrible","honest","2",0.5,"30"
"US","terrible","honest","3",0.5,"30"
"US","good","honest","5",0.5,"30"
"US","bad","honest","2",0.5,"30"
"US","amazing","honest","3",0.425,"30"
"US","bad","honest","4",0.65,"30"
"US","bad","honest","3",0.375,"33"
"US","terrible","honest","5",0.15,"33"
"US","amazing","honest","3",0.55,"33"
"US","good","honest","5",0.75,"33"
"US","amazing","honest","4",0.85,"33"
"US","okay","honest","4",0.525,"33"
"US","good","honest","2",0.1,"33"
"US","bad","honest","4",0.35,"33"
"US","terrible","honest","3",0.225,"33"
"US","terrible","honest","1",0.925,"33"
"US","bad","honest","1",0.9,"33"
"US","good","honest","1",0.075,"33"
"US","bad","honest","5",0.025,"33"
"US","bad","honest","2",0.875,"33"
"US","okay","honest","5",0.325,"33"
"US","okay","honest","1",0.325,"33"
"US","good","honest","4",0.625,"33"
"US","terrible","honest","4",0.225,"33"
"US","terrible","honest","2",0.3,"33"
"US","okay","honest","3",0.475,"33"
"US","good","honest","3",0.675,"33"
"US","amazing","honest","5",0.95,"33"
"US","amazing","honest","2",0.775,"33"
"US","okay","honest","2",0.9,"33"
"US","amazing","honest","1",0.05,"33"
"US","bad","honest","1",0.95,"35"
"US","okay","honest","3",0.5,"35"
"US","okay","honest","4",0.5,"35"
"US","amazing","honest","3",0.5,"35"
"US","amazing","honest","2",0.15,"35"
"US","amazing","honest","4",0.775,"35"
"US","good","honest","4",0.8,"35"
"US","bad","honest","2",1,"35"
"US","terrible","honest","3",0.2,"35"
"US","terrible","honest","2",0.95,"35"
"US","amazing","honest","5",0.975,"35"
"US","terrible","honest","4",0.025,"35"
"US","bad","honest","4",0.025,"35"
"US","good","honest","5",0.5,"35"
"US","okay","honest","1",0.275,"35"
"US","amazing","honest","1",0.3,"35"
"US","bad","honest","5",0,"35"
"US","bad","honest","3",0.5,"35"
"US","good","honest","2",0.5,"35"
"US","okay","honest","2",0.75,"35"
"US","terrible","honest","1",1,"35"
"US","good","honest","3",0.7,"35"
"US","okay","honest","5",0.5,"35"
"US","terrible","honest","5",0,"35"
"US","good","honest","1",0.5,"35"
"US","bad","mean","3",1,"36"
"US","amazing","mean","3",0,"36"
"US","amazing","mean","5",0,"36"
"US","okay","mean","2",0,"36"
"US","terrible","mean","1",0.475,"36"
"US","good","mean","4",0,"36"
"US","okay","mean","4",0.5,"36"
"US","good","mean","2",0.25,"36"
"US","bad","mean","2",0,"36"
"US","okay","mean","1",0,"36"
"US","bad","mean","1",0,"36"
"US","good","mean","3",0,"36"
"US","okay","mean","3",0.025,"36"
"US","terrible","mean","3",0.925,"36"
"US","amazing","mean","4",0,"36"
"US","bad","mean","5",1,"36"
"US","amazing","mean","1",0,"36"
"US","good","mean","5",0,"36"
"US","terrible","mean","5",1,"36"
"US","good","mean","1",0,"36"
"US","amazing","mean","2",0,"36"
"US","okay","mean","5",0.5,"36"
"US","terrible","mean","4",1,"36"
"US","terrible","mean","2",0.65,"36"
"US","bad","mean","4",1,"36"
"US","terrible","mean","2",0.2,"41"
"US","terrible","mean","5",1,"41"
"US","okay","mean","4",0.75,"41"
"US","okay","mean","3",0.675,"41"
"US","terrible","mean","1",0.25,"41"
"US","bad","mean","4",0.925,"41"
"US","bad","mean","3",0.65,"41"
"US","good","mean","2",0.25,"41"
"US","good","mean","1",0.2,"41"
"US","amazing","mean","4",0.025,"41"
"US","bad","mean","2",0.275,"41"
"US","terrible","mean","3",0.675,"41"
"US","okay","mean","5",0.65,"41"
"US","okay","mean","2",0.225,"41"
"US","amazing","mean","2",0.275,"41"
"US","amazing","mean","3",0.05,"41"
"US","bad","mean","1",0.125,"41"
"US","amazing","mean","1",0.05,"41"
"US","bad","mean","5",0.925,"41"
"US","good","mean","4",0.3,"41"
"US","good","mean","5",0.95,"41"
"US","terrible","mean","4",0.95,"41"
"US","amazing","mean","5",0.05,"41"
"US","okay","mean","1",0.225,"41"
"US","good","mean","3",0.5,"41"
"US","amazing","nice","3",0.675,"42"
"US","good","nice","2",0.525,"42"
"US","good","nice","3",0.7,"42"
"US","terrible","nice","4",0,"42"
"US","okay","nice","1",0.95,"42"
"US","good","nice","1",0.675,"42"
"US","amazing","nice","1",1,"42"
"US","bad","nice","3",0,"42"
"US","okay","nice","4",0,"42"
"US","amazing","nice","4",0.575,"42"
"US","bad","nice","1",0,"42"
"US","okay","nice","3",0.2,"42"
"US","okay","nice","2",0,"42"
"US","good","nice","5",0.6,"42"
"US","amazing","nice","2",0.9,"42"
"US","terrible","nice","1",0.175,"42"
"US","terrible","nice","2",0,"42"
"US","bad","nice","4",0,"42"
"US","good","nice","4",0.675,"42"
"US","amazing","nice","5",0.5,"42"
"US","okay","nice","5",0,"42"
"US","bad","nice","2",0,"42"
"US","bad","nice","5",0,"42"
"US","terrible","nice","3",0,"42"
"US","terrible","nice","5",0,"42"
"US","amazing","mean","1",0.625,"43"
"US","bad","mean","3",0.725,"43"
"US","okay","mean","5",0.2,"43"
"US","bad","mean","5",0.9,"43"
"US","terrible","mean","5",0.675,"43"
"US","good","mean","3",0.95,"43"
"US","good","mean","4",0.275,"43"
"US","amazing","mean","2",0.75,"43"
"US","bad","mean","2",0.5,"43"
"US","terrible","mean","3",0.5,"43"
"US","okay","mean","1",0.7,"43"
"US","okay","mean","4",0.125,"43"
"US","amazing","mean","3",0.5,"43"
"US","terrible","mean","2",0.625,"43"
"US","terrible","mean","4",0.5,"43"
"US","bad","mean","4",0.5,"43"
"US","good","mean","1",0.5,"43"
"US","amazing","mean","5",0.375,"43"
"US","good","mean","5",0.45,"43"
"US","amazing","mean","4",0.5,"43"
"US","okay","mean","3",0.95,"43"
"US","terrible","mean","1",0.25,"43"
"US","good","mean","2",0.375,"43"
"US","okay","mean","2",0.425,"43"
"US","bad","mean","1",0.775,"43"
"US","bad","nice","3",0.025,"45"
"US","bad","nice","1",0.075,"45"
"US","terrible","nice","2",0.3,"45"
"US","okay","nice","2",0.275,"45"
"US","terrible","nice","5",0.025,"45"
"US","amazing","nice","1",0.05,"45"
"US","amazing","nice","2",0.05,"45"
"US","bad","nice","5",0.05,"45"
"US","okay","nice","4",0.225,"45"
"US","amazing","nice","3",0.975,"45"
"US","terrible","nice","1",0.275,"45"
"US","terrible","nice","4",0.05,"45"
"US","okay","nice","3",0.25,"45"
"US","amazing","nice","4",0.95,"45"
"US","good","nice","1",0.7,"45"
"US","bad","nice","4",0.2,"45"
"US","okay","nice","5",0.05,"45"
"US","good","nice","3",0.775,"45"
"US","terrible","nice","3",0.025,"45"
"US","bad","nice","2",0.25,"45"
"US","amazing","nice","5",0.975,"45"
"US","good","nice","5",0.975,"45"
"US","good","nice","2",0.725,"45"
"US","okay","nice","1",0.75,"45"
"US","good","nice","4",0.7,"45"
"US","amazing","nice","1",1,"46"
"US","good","nice","2",0.95,"46"
"US","good","nice","3",0.75,"46"
"US","bad","nice","4",0.225,"46"
"US","terrible","nice","2",0.275,"46"
"US","good","nice","5",0.45,"46"
"US","okay","nice","2",0.525,"46"
"US","bad","nice","2",0.15,"46"
"US","terrible","nice","3",0.175,"46"
"US","bad","nice","3",0.275,"46"
"US","amazing","nice","3",0.95,"46"
"US","good","nice","1",1,"46"
"US","okay","nice","5",0.45,"46"
"US","okay","nice","4",0.5,"46"
"US","good","nice","4",0.625,"46"
"US","okay","nice","3",0.475,"46"
"US","amazing","nice","4",0.7,"46"
"US","bad","nice","1",0.325,"46"
"US","terrible","nice","1",0.25,"46"
"US","terrible","nice","4",0.125,"46"
"US","terrible","nice","5",0,"46"
"US","amazing","nice","2",1,"46"
"US","amazing","nice","5",0.6,"46"
"US","okay","nice","1",0.575,"46"
"US","bad","nice","5",0,"46"
"US","okay","nice","4",0.2,"47"
"US","amazing","nice","4",1,"47"
"US","bad","nice","5",0,"47"
"US","okay","nice","5",0,"47"
"US","bad","nice","3",0.2,"47"
"US","terrible","nice","2",0,"47"
"US","terrible","nice","4",0.2,"47"
"US","good","nice","2",1,"47"
"US","okay","nice","3",0.75,"47"
"US","amazing","nice","3",1,"47"
"US","good","nice","1",1,"47"
"US","terrible","nice","3",0,"47"
"US","terrible","nice","1",0.025,"47"
"US","good","nice","3",0.5,"47"
"US","amazing","nice","1",1,"47"
"US","good","nice","5",1,"47"
"US","bad","nice","1",0,"47"
"US","bad","nice","4",0,"47"
"US","okay","nice","1",0.5,"47"
"US","bad","nice","2",0,"47"
"US","good","nice","4",0.9,"47"
"US","amazing","nice","5",1,"47"
"US","terrible","nice","5",0,"47"
"US","okay","nice","2",0.5,"47"
"US","amazing","nice","2",1,"47"
"US","good","nice","2",0.625,"48"
"US","amazing","nice","4",0.6,"48"
"US","bad","nice","4",0.6,"48"
"US","good","nice","4",0.6,"48"
"US","bad","nice","3",0.6,"48"
"US","bad","nice","2",0.6,"48"
"US","amazing","nice","1",0.95,"48"
"US","terrible","nice","3",0.5,"48"
"US","good","nice","1",0.65,"48"
"US","amazing","nice","2",0.675,"48"
"US","okay","nice","5",0,"48"
"US","okay","nice","2",0.5,"48"
"US","terrible","nice","1",0.05,"48"
"US","okay","nice","4",0.325,"48"
"US","bad","nice","5",0,"48"
"US","good","nice","5",0.15,"48"
"US","terrible","nice","4",0.15,"48"
"US","terrible","nice","2",0.5,"48"
"US","amazing","nice","5",0.75,"48"
"US","amazing","nice","3",0.225,"48"
"US","bad","nice","1",0.275,"48"
"US","terrible","nice","5",0.3,"48"
"US","okay","nice","3",0.5,"48"
"US","good","nice","3",0.575,"48"
"US","okay","nice","1",0.325,"48"
"US","amazing","honest","2",0.25,"50"
"US","good","honest","4",0.625,"50"
"US","good","honest","5",0.825,"50"
"US","amazing","honest","1",0.075,"50"
"US","bad","honest","4",0.2,"50"
"US","terrible","honest","4",0.075,"50"
"US","okay","honest","1",0.575,"50"
"US","okay","honest","2",0.775,"50"
"US","good","honest","3",0.675,"50"
"US","bad","honest","1",0.625,"50"
"US","terrible","honest","1",0.975,"50"
"US","okay","honest","5",0,"50"
"US","bad","honest","2",0.875,"50"
"US","bad","honest","3",0.6,"50"
"US","amazing","honest","5",1,"50"
"US","bad","honest","5",0,"50"
"US","good","honest","1",0,"50"
"US","terrible","honest","2",0.7,"50"
"US","okay","honest","3",0.625,"50"
"US","terrible","honest","5",0,"50"
"US","amazing","honest","4",1,"50"
"US","good","honest","2",0.275,"50"
"US","amazing","honest","3",0.275,"50"
"US","okay","honest","4",0.3,"50"
"US","terrible","honest","3",0.075,"50"
"US","bad","honest","2",0.9,"51"
"US","okay","honest","4",0.75,"51"
"US","okay","honest","2",0.55,"51"
"US","terrible","honest","3",0.425,"51"
"US","okay","honest","5",0.275,"51"
"US","okay","honest","3",0.875,"51"
"US","good","honest","1",0.275,"51"
"US","terrible","honest","1",0.9,"51"
"US","bad","honest","5",0.025,"51"
"US","amazing","honest","5",0.925,"51"
"US","good","honest","4",0.925,"51"
"US","terrible","honest","5",0.1,"51"
"US","terrible","honest","2",0.8,"51"
"US","amazing","honest","1",0.2,"51"
"US","bad","honest","3",0.55,"51"
"US","okay","honest","1",0.375,"51"
"US","good","honest","3",0.7,"51"
"US","amazing","honest","2",0.25,"51"
"US","bad","honest","1",0.875,"51"
"US","amazing","honest","3",0.65,"51"
"US","bad","honest","4",0.2,"51"
"US","terrible","honest","4",0.175,"51"
"US","good","honest","5",0.925,"51"
"US","good","honest","2",0.225,"51"
"US","amazing","honest","4",0.775,"51"
"US","good","nice","2",0.65,"53"
"US","good","nice","4",0.7,"53"
"US","okay","nice","1",0.5,"53"
"US","okay","nice","4",0.85,"53"
"US","bad","nice","1",0.275,"53"
"US","amazing","nice","2",0.8,"53"
"US","bad","nice","3",0.375,"53"
"US","terrible","nice","3",0.25,"53"
"US","terrible","nice","4",0.15,"53"
"US","terrible","nice","5",0,"53"
"US","bad","nice","2",0.325,"53"
"US","amazing","nice","1",0.875,"53"
"US","okay","nice","2",0.5,"53"
"US","good","nice","5",0.975,"53"
"US","terrible","nice","1",0.5,"53"
"US","amazing","nice","5",0.975,"53"
"US","amazing","nice","4",0.8,"53"
"US","bad","nice","5",0.025,"53"
"US","terrible","nice","2",0.5,"53"
"US","okay","nice","3",0.5,"53"
"US","good","nice","1",0.875,"53"
"US","okay","nice","5",0.5,"53"
"US","amazing","nice","3",0.5,"53"
"US","bad","nice","4",0.175,"53"
"US","good","nice","3",0.5,"53"
"US","amazing","nice","4",1,"58"
"US","terrible","nice","4",0,"58"
"US","okay","nice","5",1,"58"
"US","good","nice","3",0.9,"58"
"US","amazing","nice","3",0.975,"58"
"US","good","nice","4",0.75,"58"
"US","terrible","nice","1",0,"58"
"US","okay","nice","3",0.575,"58"
"US","bad","nice","2",0.225,"58"
"US","good","nice","5",0.675,"58"
"US","okay","nice","1",1,"58"
"US","amazing","nice","1",1,"58"
"US","bad","nice","1",0.125,"58"
"US","good","nice","1",0.95,"58"
"US","okay","nice","2",0.75,"58"
"US","terrible","nice","5",0,"58"
"US","terrible","nice","3",0,"58"
"US","bad","nice","5",0,"58"
"US","amazing","nice","2",0.925,"58"
"US","terrible","nice","2",0.125,"58"
"US","good","nice","2",0.7,"58"
"US","bad","nice","3",0.3,"58"
"US","amazing","nice","5",1,"58"
"US","bad","nice","4",0,"58"
"US","okay","nice","4",0.3,"58"
"US","terrible","honest","1",0.95,"61"
"US","okay","honest","2",1,"61"
"US","amazing","honest","2",0.225,"61"
"US","bad","honest","5",0.075,"61"
"US","amazing","honest","5",1,"61"
"US","amazing","honest","3",0.325,"61"
"US","bad","honest","2",0.4,"61"
"US","bad","honest","1",1,"61"
"US","terrible","honest","4",0.15,"61"
"US","amazing","honest","4",0.425,"61"
"US","okay","honest","3",0.85,"61"
"US","good","honest","4",0.9,"61"
"US","okay","honest","1",0.375,"61"
"US","amazing","honest","1",0.125,"61"
"US","terrible","honest","2",0.475,"61"
"US","good","honest","3",0.5,"61"
"US","good","honest","1",0.325,"61"
"US","okay","honest","5",0.15,"61"
"US","good","honest","5",0.275,"61"
"US","terrible","honest","5",0,"61"
"US","bad","honest","3",0.275,"61"
"US","terrible","honest","3",0.275,"61"
"US","good","honest","2",0.45,"61"
"US","bad","honest","4",0.25,"61"
"US","okay","honest","4",0.2,"61"
"US","okay","nice","2",0,"66"
"US","amazing","nice","1",1,"66"
"US","bad","nice","3",0,"66"
"US","okay","nice","1",0.975,"66"
"US","good","nice","1",1,"66"
"US","terrible","nice","1",0,"66"
"US","amazing","nice","2",1,"66"
"US","bad","nice","2",0,"66"
"US","terrible","nice","3",0,"66"
"US","good","nice","4",0.275,"66"
"US","okay","nice","5",0.175,"66"
"US","amazing","nice","3",0.825,"66"
"US","good","nice","3",0.325,"66"
"US","bad","nice","1",0,"66"
"US","good","nice","5",0.4,"66"
"US","terrible","nice","2",0,"66"
"US","terrible","nice","4",0,"66"
"US","okay","nice","4",0,"66"
"US","bad","nice","4",0,"66"
"US","amazing","nice","5",0.525,"66"
"US","amazing","nice","4",0.725,"66"
"US","okay","nice","3",0.1,"66"
"US","good","nice","2",0.85,"66"
"US","bad","nice","5",0,"66"
"US","terrible","nice","5",0,"66"
"US","bad","nice","3",0.25,"67"
"US","amazing","nice","2",0.75,"67"
"US","good","nice","5",0.925,"67"
"US","okay","nice","3",0.725,"67"
"US","good","nice","2",0.775,"67"
"US","okay","nice","4",0.25,"67"
"US","good","nice","3",0.775,"67"
"US","bad","nice","1",0.775,"67"
"US","amazing","nice","4",0.85,"67"
"US","amazing","nice","1",0.8,"67"
"US","terrible","nice","4",0.225,"67"
"US","good","nice","1",0.775,"67"
"US","amazing","nice","5",0.725,"67"
"US","amazing","nice","3",0.775,"67"
"US","terrible","nice","3",0.225,"67"
"US","terrible","nice","2",0.25,"67"
"US","good","nice","4",0.75,"67"
"US","okay","nice","5",0.15,"67"
"US","okay","nice","1",0.775,"67"
"US","terrible","nice","5",0.075,"67"
"US","bad","nice","4",0.1,"67"
"US","okay","nice","2",0.7,"67"
"US","bad","nice","2",0.675,"67"
"US","bad","nice","5",0.15,"67"
"US","terrible","nice","1",0.15,"67"
"US","okay","nice","5",0.65,"70"
"US","bad","nice","5",0.25,"70"
"US","okay","nice","2",0.75,"70"
"US","amazing","nice","3",0.8,"70"
"US","good","nice","2",0.7,"70"
"US","terrible","nice","5",0.25,"70"
"US","good","nice","1",0.775,"70"
"US","bad","nice","1",0.5,"70"
"US","terrible","nice","4",0.25,"70"
"US","bad","nice","4",0.3,"70"
"US","terrible","nice","2",0.5,"70"
"US","good","nice","5",0.825,"70"
"US","good","nice","3",0.725,"70"
