"subid","goal","true_state","positivity","utterance","goal_prob"
"anon-58","informative","5","positive","good",0
"anon-58","informative","5","negative","terrible",0.5
"anon-58","informative","1","negative","terrible",0.025
"anon-58","informative","4","negative","amazing",0.5
"anon-58","informative","5","positive","okay",0.025
"anon-58","informative","4","negative","good",0.5
"anon-58","informative","3","positive","amazing",0.5
"anon-58","informative","3","positive","bad",0.5
"anon-58","informative","5","negative","amazing",0.5
"anon-59","informative","3","negative","okay",0.575
"anon-59","informative","3","positive","terrible",0.675
"anon-59","informative","1","positive","good",0
"anon-59","informative","2","negative","terrible",0.425
"anon-59","informative","2","positive","amazing",0.075
"anon-59","informative","5","positive","okay",0.075
"anon-59","informative","3","negative","good",0.275
"anon-59","informative","5","positive","bad",0
"anon-59","informative","5","negative","amazing",0.075
"anon-59","informative","5","negative","terrible",0.175
"anon-59","informative","4","negative","amazing",0.225
"anon-59","informative","2","negative","bad",0.425
"anon-59","informative","4","negative","good",0
"anon-59","informative","1","negative","terrible",0.1
"anon-59","informative","5","positive","good",0.475
"anon-59","informative","3","positive","bad",0.2
"anon-59","informative","3","positive","amazing",0.2
"anon-59","informative","4","positive","terrible",0.1
"anon-59","informative","1","negative","amazing",0.45
"anon-59","informative","2","negative","okay",0.35
"anon-59","informative","2","positive","good",0.375
"anon-59","informative","4","negative","okay",0.2
"anon-59","informative","1","negative","bad",0.3
"anon-59","informative","1","positive","okay",0.35
"anon-59","informative","4","positive","bad",0.2
"anon-6","informative","5","positive","good",0.8
"anon-6","informative","5","positive","okay",0.9
"anon-6","informative","3","positive","amazing",0.85
"anon-6","informative","4","negative","amazing",0.925
"anon-6","informative","1","positive","good",0.725
"anon-6","informative","3","negative","okay",0.6
"anon-6","informative","4","negative","good",0.875
"anon-6","informative","5","negative","amazing",0.2
"anon-6","informative","1","negative","amazing",0.65
"anon-6","informative","5","negative","terrible",0.725
"anon-6","informative","2","negative","okay",0.3
"anon-6","informative","4","positive","bad",0.2
"anon-6","informative","1","positive","okay",0.7
"anon-6","informative","1","negative","bad",0.825
"anon-6","informative","1","negative","terrible",0.35
"anon-6","informative","5","positive","bad",0.65
"anon-6","informative","2","positive","amazing",0.6
"anon-6","informative","3","negative","good",0.5
"anon-6","informative","2","negative","bad",0.2
"anon-6","informative","2","positive","good",0.675
"anon-6","informative","4","positive","terrible",0.85
"anon-6","informative","3","positive","terrible",0.625
"anon-6","informative","3","positive","bad",0.775
"anon-6","informative","2","negative","terrible",0.25
"anon-6","informative","4","negative","okay",0.65
"anon-60","informative","5","negative","good",0.05
"anon-60","informative","4","positive","good",0.3
"anon-60","informative","2","positive","terrible",0.925
"anon-60","informative","1","negative","okay",0.375
"anon-60","informative","5","positive","terrible",0
"anon-60","informative","1","negative","good",0.825
"anon-60","informative","3","negative","amazing",0.6
"anon-60","informative","4","positive","okay",0.275
"anon-60","informative","3","positive","okay",0.825
"anon-60","informative","4","positive","amazing",0.85
"anon-60","informative","3","negative","terrible",0.575
"anon-60","informative","3","positive","good",0.7
"anon-60","informative","1","positive","bad",0.925
"anon-60","informative","5","negative","bad",0.15
"anon-60","informative","2","positive","okay",0.4
"anon-60","informative","5","negative","okay",0
"anon-60","informative","1","positive","amazing",0
"anon-60","informative","5","positive","amazing",1
"anon-60","informative","1","positive","terrible",0.875
"anon-60","informative","2","negative","good",0.8
"anon-60","informative","2","negative","amazing",0.575
"anon-60","informative","2","positive","bad",0.85
"anon-60","informative","4","negative","bad",0.425
"anon-60","informative","3","negative","bad",0.575
"anon-60","informative","4","negative","terrible",0.125
"anon-61","informative","4","negative","amazing",0.75
"anon-61","informative","4","negative","good",0.125
"anon-61","informative","5","negative","amazing",0.15
"anon-61","informative","1","positive","okay",0.25
"anon-61","informative","5","positive","good",0.9
"anon-61","informative","3","negative","good",0.55
"anon-61","informative","5","positive","okay",0.275
"anon-61","informative","1","negative","amazing",0.675
"anon-61","informative","5","negative","terrible",0.625
"anon-61","informative","1","negative","terrible",0.25
"anon-61","informative","2","positive","good",0.325
"anon-61","informative","3","positive","bad",0.25
"anon-61","informative","2","negative","terrible",0.375
"anon-61","informative","4","positive","bad",0.2
"anon-61","informative","4","negative","okay",0.625
"anon-61","informative","3","positive","amazing",0.575
"anon-61","informative","2","negative","bad",0.55
"anon-61","informative","4","positive","terrible",0.15
"anon-61","informative","5","positive","bad",0.05
"anon-61","informative","2","positive","amazing",0.225
"anon-61","informative","1","negative","bad",0.275
"anon-61","informative","1","positive","good",0.225
"anon-61","informative","3","negative","okay",0.575
"anon-61","informative","3","positive","terrible",0.325
"anon-61","informative","2","negative","okay",0.65
"anon-7","informative","5","negative","good",0.075
"anon-7","informative","4","positive","okay",0.3
"anon-7","informative","1","positive","bad",0.975
"anon-7","informative","3","positive","good",0.95
"anon-7","informative","1","negative","okay",0.9
"anon-7","informative","4","positive","good",0.875
"anon-7","informative","1","negative","good",0.95
"anon-7","informative","1","positive","terrible",0.95
"anon-7","informative","2","positive","terrible",0.825
"anon-7","informative","5","positive","terrible",0.025
"anon-7","informative","2","positive","okay",0.7
"anon-7","informative","4","negative","bad",0.725
"anon-7","informative","3","negative","bad",0.8
"anon-7","informative","3","negative","amazing",0.75
"anon-7","informative","5","positive","amazing",0.975
"anon-7","informative","2","positive","bad",0.8
"anon-7","informative","2","negative","good",0.925
"anon-7","informative","5","negative","bad",0.75
"anon-7","informative","4","negative","terrible",0.725
"anon-7","informative","5","negative","okay",0.025
"anon-7","informative","1","positive","amazing",0.875
"anon-7","informative","3","negative","terrible",0.75
"anon-7","informative","2","negative","amazing",0.95
"anon-7","informative","3","positive","okay",0.825
"anon-7","informative","4","positive","amazing",0.875
"anon-8","informative","4","negative","good",0.025
"anon-8","informative","2","positive","good",0.25
"anon-8","informative","3","positive","terrible",0.25
"anon-8","informative","5","positive","bad",0
"anon-8","informative","1","negative","terrible",0.6
"anon-8","informative","2","negative","okay",0.65
"anon-8","informative","3","positive","bad",0.325
"anon-8","informative","4","positive","terrible",0.1
"anon-8","informative","1","negative","amazing",0.7
"anon-8","informative","4","negative","okay",0.325
"anon-8","informative","4","positive","bad",0.125
"anon-8","informative","3","negative","good",0.525
"anon-8","informative","2","negative","terrible",0.75
"anon-8","informative","1","positive","okay",0.025
"anon-8","informative","2","negative","bad",0.625
"anon-8","informative","4","negative","amazing",0.025
"anon-8","informative","1","negative","bad",0.625
"anon-8","informative","2","positive","amazing",0
"anon-8","informative","1","positive","good",0
"anon-8","informative","5","positive","good",0.85
"anon-8","informative","5","positive","okay",0.7
"anon-8","informative","5","negative","amazing",0
"anon-8","informative","3","positive","amazing",0.975
"anon-8","informative","3","negative","okay",0.4
"anon-8","informative","5","negative","terrible",0.025
"anon-9","social","4","positive","okay",0.75
"anon-9","social","1","positive","amazing",0.825
"anon-9","social","1","negative","good",0.325
"anon-9","social","1","positive","bad",0.15
"anon-9","social","3","positive","good",0.55
"anon-9","social","2","positive","okay",0.75
"anon-9","social","3","negative","terrible",0.825
"anon-9","social","1","negative","okay",0
"anon-9","social","5","negative","bad",0.425
"anon-9","social","5","negative","good",0.8
"anon-9","social","3","positive","okay",0.275
"anon-9","social","3","negative","bad",0.775
"anon-9","social","1","positive","terrible",0.05
"anon-9","social","2","positive","terrible",0.575
"anon-9","social","2","negative","amazing",0.6
"anon-9","social","5","positive","amazing",1
"anon-9","social","2","negative","good",0.225
"anon-9","social","4","positive","amazing",0.275
"anon-9","social","4","negative","bad",0.25
"anon-9","social","2","positive","bad",0.175
"anon-9","social","3","negative","amazing",0.125
"anon-9","social","5","negative","okay",0.875
"anon-9","social","4","negative","terrible",0.725
"anon-9","social","5","positive","terrible",0.875
"anon-9","social","4","positive","good",0.225
"anon-0","informative","3","negative","terrible",0.85
"anon-0","informative","5","positive","amazing",0.875
"anon-0","informative","2","positive","bad",0.85
"anon-0","informative","4","negative","bad",0.625
"anon-0","informative","2","positive","okay",0.225
"anon-0","informative","3","positive","good",0.375
"anon-0","informative","5","negative","okay",0.025
"anon-0","informative","3","negative","bad",0.15
"anon-0","informative","1","positive","amazing",0.125
"anon-0","informative","4","positive","okay",0.25
"anon-0","informative","1","negative","okay",0.4
"anon-0","informative","3","positive","okay",0.85
"anon-0","informative","2","positive","terrible",0.15
"anon-0","informative","2","negative","good",0.1
"anon-0","informative","4","negative","terrible",0.3
"anon-0","informative","3","negative","amazing",0.6
"anon-0","informative","1","positive","terrible",0.95
"anon-0","informative","2","negative","amazing",0.725
"anon-0","informative","5","negative","good",0.025
"anon-0","informative","1","positive","bad",0.825
"anon-0","informative","5","negative","bad",0.025
"anon-0","informative","5","positive","terrible",0.025
"anon-0","informative","1","negative","good",0.925
"anon-0","informative","4","positive","good",0.9
"anon-0","informative","4","positive","amazing",0.95
"anon-1","informative","2","negative","amazing",0.175
"anon-1","informative","1","positive","amazing",0
"anon-1","informative","1","positive","bad",1
"anon-1","informative","5","negative","good",0
"anon-1","informative","2","positive","okay",0.325
"anon-1","informative","5","negative","bad",0
"anon-1","informative","4","positive","okay",0.375
"anon-1","informative","2","positive","terrible",0.35
"anon-1","informative","1","positive","terrible",1
"anon-1","informative","4","positive","good",1
"anon-1","informative","4","negative","terrible",0.025
"anon-1","informative","5","positive","amazing",1
"anon-1","informative","4","positive","amazing",0.9
"anon-1","informative","3","negative","bad",0.5
"anon-1","informative","4","negative","bad",0.325
"anon-1","informative","1","negative","good",0.7
"anon-1","informative","3","negative","amazing",0.5
"anon-1","informative","2","negative","good",0.575
"anon-1","informative","2","positive","bad",0.775
"anon-1","informative","5","positive","terrible",0
"anon-1","informative","3","negative","terrible",0.3
"anon-1","informative","3","positive","okay",0.75
"anon-1","informative","1","negative","okay",0
"anon-1","informative","3","positive","good",0.775
"anon-1","informative","5","negative","okay",0.025
"anon-10","informative","1","positive","bad",0.775
"anon-10","informative","3","positive","good",0.5
"anon-10","informative","4","negative","terrible",0.5
"anon-10","informative","2","positive","bad",0.5
"anon-10","informative","5","negative","good",0
"anon-10","informative","2","negative","good",0.925
"anon-10","informative","3","negative","terrible",0.675
"anon-10","informative","1","positive","terrible",0.95
"anon-10","informative","5","positive","amazing",0.95
"anon-10","informative","2","positive","terrible",0.875
"anon-10","informative","5","negative","bad",0.225
"anon-10","informative","5","positive","terrible",0.125
"anon-10","informative","4","positive","amazing",0.75
"anon-10","informative","5","negative","okay",0.175
"anon-10","informative","3","negative","bad",0.575
"anon-10","informative","4","positive","okay",0.5
"anon-10","informative","3","positive","okay",0.825
"anon-10","informative","1","negative","good",0.625
"anon-10","informative","2","positive","okay",0.675
"anon-10","informative","4","negative","bad",0.5
"anon-10","informative","1","positive","amazing",0
"anon-10","informative","1","negative","okay",0.5
"anon-10","informative","2","negative","amazing",0.5
"anon-10","informative","4","positive","good",0.8
"anon-10","informative","3","negative","amazing",0.7
"anon-11","informative","1","positive","bad",1
"anon-11","informative","5","positive","terrible",1
"anon-11","informative","1","positive","amazing",0
"anon-11","informative","5","negative","good",0
"anon-11","informative","4","positive","okay",0.325
"anon-11","informative","2","negative","good",1
"anon-11","informative","3","positive","okay",1
"anon-11","informative","5","positive","amazing",1
"anon-11","informative","4","positive","good",1
"anon-11","informative","2","positive","bad",0.975
"anon-11","informative","5","negative","bad",0.1
"anon-11","informative","1","negative","okay",1
"anon-11","informative","2","negative","amazing",1
"anon-11","informative","4","negative","terrible",0.05
"anon-11","informative","1","positive","terrible",0
"anon-11","informative","2","positive","terrible",0.8
"anon-11","informative","4","positive","amazing",0.875
"anon-11","informative","3","negative","amazing",0.05
"anon-11","informative","4","negative","bad",0.3
"anon-11","informative","3","negative","terrible",0.775
"anon-11","informative","5","negative","okay",0
"anon-11","informative","1","negative","good",0.975
"anon-11","informative","2","positive","okay",0.75
"anon-11","informative","3","positive","good",0.575
"anon-11","informative","3","negative","bad",0.825
"anon-12","social","1","positive","good",0.875
"anon-12","social","5","positive","good",0.175
"anon-12","social","2","negative","bad",0.4
"anon-12","social","5","positive","bad",0
"anon-12","social","3","positive","amazing",0.875
"anon-12","social","3","negative","okay",0.525
"anon-12","social","3","negative","good",0.6
"anon-12","social","2","negative","terrible",0.2
"anon-12","social","2","positive","amazing",0.75
"anon-12","social","4","positive","terrible",0.025
"anon-12","social","1","negative","terrible",0.9
"anon-12","social","4","negative","amazing",0.4
"anon-12","social","4","negative","good",0.1
"anon-12","social","3","positive","terrible",0.125
"anon-12","social","5","negative","amazing",0.05
"anon-12","social","2","positive","good",0.725
"anon-12","social","3","positive","bad",0.025
"anon-12","social","4","positive","bad",0.05
"anon-12","social","4","negative","okay",0
"anon-12","social","2","negative","okay",0
"anon-12","social","5","negative","terrible",0.05
"anon-12","social","5","positive","okay",0.05
"anon-12","social","1","positive","okay",0.55
"anon-12","social","1","negative","amazing",0.025
"anon-12","social","1","negative","bad",0.7
"anon-13","informative","4","positive","okay",0.1
"anon-13","informative","4","negative","terrible",0.175
"anon-13","informative","1","negative","good",0.675
"anon-13","informative","2","positive","okay",0
"anon-13","informative","1","positive","amazing",0
"anon-13","informative","3","negative","bad",0.375
"anon-13","informative","2","positive","bad",0.825
"anon-13","informative","3","negative","amazing",0.375
"anon-13","informative","5","negative","okay",0.15
"anon-13","informative","1","positive","terrible",1
"anon-13","informative","5","negative","bad",0.1
"anon-13","informative","4","positive","amazing",0.85
"anon-13","informative","2","negative","amazing",0.325
"anon-13","informative","4","negative","bad",0.325
"anon-13","informative","3","positive","good",0.875
"anon-13","informative","1","positive","bad",0.975
"anon-13","informative","1","negative","okay",0.35
"anon-13","informative","3","negative","terrible",0.225
"anon-13","informative","4","positive","good",0.675
"anon-13","informative","2","positive","terrible",0.25
"anon-13","informative","2","negative","good",0.5
"anon-13","informative","3","positive","okay",0.325
"anon-13","informative","5","positive","amazing",0.875
"anon-13","informative","5","positive","terrible",0
"anon-13","informative","5","negative","good",0
"anon-14","informative","3","negative","terrible",0.3
"anon-14","informative","2","negative","amazing",0.25
"anon-14","informative","3","positive","good",0.3
"anon-14","informative","3","negative","amazing",0.35
"anon-14","informative","4","positive","good",0.4
"anon-14","informative","5","negative","good",0.325
"anon-14","informative","2","positive","terrible",0.325
"anon-14","informative","1","positive","amazing",0.25
"anon-14","informative","5","positive","terrible",0.325
"anon-14","informative","3","negative","bad",0.35
"anon-14","informative","5","negative","bad",0.3
"anon-14","informative","1","negative","okay",0.325
"anon-14","informative","4","negative","bad",0.3
"anon-14","informative","4","positive","amazing",0.275
"anon-14","informative","1","positive","bad",0.325
"anon-14","informative","1","positive","terrible",0.275
"anon-14","informative","2","negative","good",0.3
"anon-14","informative","5","negative","okay",0.65
"anon-14","informative","3","positive","okay",0.55
"anon-14","informative","4","negative","terrible",0.325
"anon-14","informative","2","positive","bad",0.7
"anon-14","informative","1","negative","good",0.275
"anon-14","informative","5","positive","amazing",0.325
"anon-14","informative","2","positive","okay",0.325
"anon-14","informative","4","positive","okay",0.175
"anon-15","social","5","positive","good",0.95
"anon-15","social","1","negative","terrible",0.725
"anon-15","social","5","negative","amazing",0.125
"anon-15","social","3","positive","bad",0.05
"anon-15","social","2","negative","bad",0.75
"anon-15","social","2","negative","terrible",0.65
"anon-15","social","3","positive","amazing",0.975
"anon-15","social","4","negative","good",0.15
"anon-15","social","1","negative","amazing",0.125
"anon-15","social","1","positive","good",0.9
"anon-15","social","3","negative","okay",0.025
"anon-15","social","1","positive","okay",0.65
"anon-15","social","5","positive","bad",0.025
"anon-15","social","4","negative","okay",0.05
"anon-15","social","5","negative","terrible",0.05
"anon-15","social","3","positive","terrible",0
"anon-15","social","2","positive","good",0.875
"anon-15","social","4","positive","bad",0.025
"anon-15","social","1","negative","bad",0.625
"anon-15","social","4","negative","amazing",0.025
"anon-15","social","2","positive","amazing",1
"anon-15","social","2","negative","okay",0.05
"anon-15","social","4","positive","terrible",0
"anon-15","social","3","negative","good",0.025
"anon-15","social","5","positive","okay",0.1
"anon-16","social","5","negative","terrible",0.725
"anon-16","social","2","negative","terrible",0.7
"anon-16","social","2","negative","bad",0.8
"anon-16","social","5","positive","good",0.95
"anon-16","social","4","negative","okay",0.025
"anon-16","social","3","positive","amazing",0.95
"anon-16","social","1","positive","okay",0.7
"anon-16","social","3","positive","bad",0.025
"anon-16","social","3","positive","terrible",0.875
"anon-16","social","1","positive","good",0.875
"anon-16","social","4","positive","terrible",0.025
"anon-16","social","4","negative","amazing",0.05
"anon-16","social","1","negative","bad",0.8
"anon-16","social","2","positive","good",0.925
"anon-16","social","5","negative","amazing",0.025
"anon-16","social","4","positive","bad",0.025
"anon-16","social","1","negative","terrible",0.65
"anon-16","social","4","negative","good",0.025
"anon-16","social","2","negative","okay",0.025
"anon-16","social","1","negative","amazing",0.025
"anon-16","social","3","negative","good",0.025
"anon-16","social","2","positive","amazing",0.95
"anon-16","social","5","positive","bad",0.025
"anon-16","social","5","positive","okay",0.8
"anon-16","social","3","negative","okay",0.025
"anon-17","social","5","negative","terrible",0
"anon-17","social","3","negative","good",0.05
"anon-17","social","1","negative","bad",0.825
"anon-17","social","2","negative","okay",0.275
"anon-17","social","3","positive","bad",0.025
"anon-17","social","4","positive","bad",0
"anon-17","social","2","positive","amazing",0.875
"anon-17","social","5","negative","amazing",0.275
"anon-17","social","5","positive","okay",0.075
"anon-17","social","2","positive","good",0.75
"anon-17","social","1","negative","amazing",1
"anon-17","social","2","negative","terrible",0.45
"anon-17","social","3","positive","amazing",0.85
"anon-17","social","4","negative","amazing",0.4
"anon-17","social","5","positive","good",0.35
"anon-17","social","1","positive","okay",0.425
"anon-17","social","1","positive","good",0.9
"anon-17","social","5","positive","bad",0.025
"anon-17","social","3","negative","okay",0.275
"anon-17","social","4","positive","terrible",0.025
"anon-17","social","1","negative","terrible",0.6
"anon-17","social","3","positive","terrible",0.1
"anon-17","social","4","negative","good",0.025
"anon-17","social","4","negative","okay",0.125
"anon-17","social","2","negative","bad",0.75
"anon-18","informative","3","negative","bad",0.35
"anon-18","informative","4","negative","terrible",0.825
"anon-18","informative","4","positive","okay",0.25
"anon-18","informative","5","negative","okay",0.975
"anon-18","informative","1","positive","bad",0.975
"anon-18","informative","5","positive","terrible",0.975
"anon-18","informative","3","positive","good",0.3
"anon-18","informative","3","positive","okay",0.075
"anon-18","informative","5","negative","bad",0.175
"anon-18","informative","2","negative","good",0.975
"anon-18","informative","1","positive","amazing",0.95
"anon-18","informative","2","positive","okay",0.45
"anon-18","informative","1","negative","okay",0.975
"anon-18","informative","2","positive","terrible",0.975
"anon-18","informative","3","negative","amazing",0.975
"anon-18","informative","5","positive","amazing",0.925
"anon-18","informative","2","negative","amazing",0.975
"anon-18","informative","5","negative","good",0.975
"anon-18","informative","1","positive","terrible",0.975
"anon-18","informative","1","negative","good",0.975
"anon-18","informative","2","positive","bad",0.975
"anon-18","informative","3","negative","terrible",0.975
"anon-18","informative","4","positive","amazing",0.975
"anon-18","informative","4","positive","good",0.6
"anon-18","informative","4","negative","bad",0.425
"anon-19","social","5","negative","amazing",0.2
"anon-19","social","4","negative","amazing",0.675
"anon-19","social","4","positive","terrible",0.625
"anon-19","social","5","positive","good",0.75
"anon-19","social","3","positive","amazing",0.425
"anon-19","social","1","positive","okay",0.075
"anon-19","social","1","negative","terrible",0.1
"anon-19","social","2","positive","good",0.275
"anon-19","social","4","negative","good",0.625
"anon-19","social","2","negative","bad",0.225
"anon-19","social","1","negative","bad",0.05
"anon-19","social","4","negative","okay",0.65
"anon-19","social","1","negative","amazing",0.075
"anon-19","social","4","positive","bad",0.6
"anon-19","social","3","positive","terrible",0.375
"anon-19","social","2","positive","amazing",0.325
"anon-19","social","3","negative","okay",0.6
"anon-19","social","3","positive","bad",0.45
"anon-19","social","3","negative","good",0.425
"anon-19","social","5","positive","bad",0.625
"anon-19","social","1","positive","good",0.175
"anon-19","social","5","negative","terrible",0.725
"anon-19","social","2","negative","okay",0.175
"anon-19","social","5","positive","okay",0.725
"anon-19","social","2","negative","terrible",0.15
"anon-2","social","2","negative","bad",0.125
"anon-2","social","5","negative","terrible",0
"anon-2","social","2","positive","amazing",1
"anon-2","social","4","negative","okay",0
"anon-2","social","5","positive","bad",0
"anon-2","social","1","negative","amazing",0.775
"anon-2","social","2","negative","terrible",0.325
"anon-2","social","3","negative","okay",0
"anon-2","social","4","positive","bad",0
"anon-2","social","2","positive","good",1
"anon-2","social","1","positive","good",1
"anon-2","social","5","negative","amazing",0
"anon-2","social","1","negative","bad",0.225
"anon-2","social","1","positive","okay",0.25
"anon-2","social","3","positive","terrible",0
"anon-2","social","4","negative","amazing",0.2
"anon-2","social","3","negative","good",0.125
"anon-2","social","4","negative","good",0
"anon-2","social","3","positive","amazing",1
"anon-2","social","2","negative","okay",0.225
"anon-2","social","4","positive","terrible",0
"anon-2","social","1","negative","terrible",0
"anon-2","social","3","positive","bad",0
"anon-2","social","5","positive","okay",0
"anon-2","social","5","positive","good",0.85
"anon-20","informative","2","negative","good",0.85
"anon-20","informative","1","positive","terrible",0.975
"anon-20","informative","1","negative","okay",0.925
"anon-20","informative","2","positive","terrible",0.7
"anon-20","informative","4","positive","amazing",0.9
"anon-20","informative","2","positive","okay",0.275
"anon-20","informative","2","positive","bad",0.675
"anon-20","informative","3","negative","amazing",0.35
"anon-20","informative","3","positive","okay",0.8
"anon-20","informative","1","positive","bad",0.95
"anon-20","informative","5","negative","good",0.05
"anon-20","informative","4","positive","okay",0.1
"anon-20","informative","4","negative","terrible",0.375
"anon-20","informative","4","positive","good",0.95
"anon-20","informative","5","negative","okay",0.05
"anon-20","informative","3","negative","bad",0.15
"anon-20","informative","1","negative","good",0.925
"anon-20","informative","3","positive","good",0.675
"anon-20","informative","5","positive","amazing",0.9
"anon-20","informative","2","negative","amazing",0.375
"anon-20","informative","5","positive","terrible",0.05
"anon-20","informative","1","positive","amazing",0.05
"anon-20","informative","3","negative","terrible",0.325
"anon-20","informative","4","negative","bad",0.15
"anon-20","informative","5","negative","bad",0.1
"anon-21","informative","3","negative","amazing",0.5
"anon-21","informative","1","negative","okay",0.725
"anon-21","informative","2","positive","okay",0.35
"anon-21","informative","1","positive","bad",0.7
"anon-21","informative","4","positive","amazing",0.475
"anon-21","informative","5","negative","good",0.425
"anon-21","informative","4","positive","okay",0.55
"anon-21","informative","5","positive","terrible",0.8
"anon-21","informative","4","negative","terrible",0.3
"anon-21","informative","1","positive","terrible",0.8
"anon-21","informative","5","positive","amazing",0.75
"anon-21","informative","5","negative","bad",0.625
"anon-21","informative","2","positive","terrible",0.35
"anon-21","informative","4","negative","bad",0.575
"anon-21","informative","1","positive","amazing",0.075
"anon-21","informative","3","negative","bad",0.35
"anon-21","informative","2","negative","amazing",0.275
"anon-21","informative","3","positive","okay",0.425
"anon-21","informative","1","negative","good",0.7
"anon-21","informative","3","negative","terrible",0.725
"anon-21","informative","3","positive","good",0.45
"anon-21","informative","4","positive","good",0.675
"anon-21","informative","5","negative","okay",0.35
"anon-21","informative","2","positive","bad",0.5
"anon-21","informative","2","negative","good",0.35
"anon-22","informative","3","positive","okay",0.575
"anon-22","informative","5","negative","bad",0.5
"anon-22","informative","4","positive","good",0.775
"anon-22","informative","5","positive","amazing",0.725
"anon-22","informative","1","negative","good",0.725
"anon-22","informative","1","positive","bad",0.675
"anon-22","informative","4","positive","okay",0.525
"anon-22","informative","5","positive","terrible",0.375
"anon-22","informative","3","negative","terrible",0.65
"anon-22","informative","1","positive","amazing",0.575
"anon-22","informative","3","negative","bad",0.45
"anon-22","informative","2","positive","terrible",0.45
"anon-22","informative","5","negative","okay",0.4
"anon-22","informative","2","positive","okay",0.475
"anon-22","informative","2","negative","amazing",0.575
"anon-22","informative","2","positive","bad",0.65
"anon-22","informative","5","negative","good",0.35
"anon-22","informative","3","negative","amazing",0.45
"anon-22","informative","4","negative","bad",0.5
"anon-22","informative","1","positive","terrible",0.7
"anon-22","informative","4","positive","amazing",0.725
"anon-22","informative","2","negative","good",0.675
"anon-22","informative","1","negative","okay",0.575
"anon-22","informative","3","positive","good",0.775
"anon-22","informative","4","negative","terrible",0.55
"anon-23","informative","2","negative","good",0.7
"anon-23","informative","5","positive","amazing",0.775
"anon-23","informative","2","positive","bad",0.375
"anon-23","informative","3","positive","good",0.8
"anon-23","informative","3","negative","bad",0.675
"anon-23","informative","2","positive","okay",0.375
"anon-23","informative","5","negative","good",0.425
"anon-23","informative","4","positive","okay",0.575
"anon-23","informative","4","negative","bad",0.675
"anon-23","informative","5","positive","terrible",0.35
"anon-23","informative","5","negative","bad",0.625
"anon-23","informative","1","positive","terrible",0.575
"anon-23","informative","4","positive","amazing",0.75
"anon-23","informative","3","negative","amazing",0.35
"anon-23","informative","3","positive","okay",0.3
"anon-23","informative","2","negative","amazing",0.275
"anon-23","informative","1","positive","amazing",0.6
"anon-23","informative","4","positive","good",0.675
"anon-23","informative","2","positive","terrible",0.075
"anon-23","informative","5","negative","okay",0.45
"anon-23","informative","3","negative","terrible",0.65
"anon-23","informative","4","negative","terrible",0.5
"anon-23","informative","1","positive","bad",0.55
"anon-23","informative","1","negative","okay",0.35
"anon-23","informative","1","negative","good",0.275
"anon-24","social","3","negative","bad",0.375
"anon-24","social","4","positive","good",0.375
"anon-24","social","5","negative","bad",0.35
"anon-24","social","4","negative","bad",0.425
"anon-24","social","1","positive","amazing",0.975
"anon-24","social","3","negative","amazing",0.325
"anon-24","social","2","positive","okay",0.6
"anon-24","social","3","positive","okay",0.45
"anon-24","social","2","negative","amazing",0.35
"anon-24","social","1","negative","okay",0.075
"anon-24","social","4","positive","okay",0.325
"anon-24","social","1","negative","good",0.025
"anon-24","social","4","positive","amazing",0.35
"anon-24","social","5","positive","terrible",0
"anon-24","social","5","negative","okay",0
"anon-24","social","5","positive","amazing",0.625
"anon-24","social","4","negative","terrible",0.175
"anon-24","social","5","negative","good",0
"anon-24","social","2","positive","terrible",0.55
"anon-24","social","3","positive","good",0.85
"anon-24","social","3","negative","terrible",0.275
"anon-24","social","1","positive","bad",0.05
"anon-24","social","1","positive","terrible",0.025
"anon-24","social","2","positive","bad",0
"anon-24","social","2","negative","good",0.15
"anon-25","social","4","negative","okay",0.025
"anon-25","social","1","negative","amazing",0.35
"anon-25","social","4","negative","amazing",0.075
"anon-25","social","5","positive","good",0.25
"anon-25","social","5","positive","okay",0.05
"anon-25","social","5","positive","bad",0.025
"anon-25","social","3","positive","bad",0.125
"anon-25","social","2","negative","bad",0.6
"anon-25","social","3","positive","terrible",0.025
"anon-25","social","5","negative","amazing",0.025
"anon-25","social","1","positive","good",0.925
"anon-25","social","4","positive","bad",0.05
"anon-25","social","4","positive","terrible",0.025
"anon-25","social","3","positive","amazing",0.85
"anon-25","social","5","negative","terrible",0.2
"anon-25","social","1","positive","okay",0.75
"anon-25","social","3","negative","good",0.125
"anon-25","social","2","negative","terrible",0.625
"anon-25","social","1","negative","terrible",0.8
"anon-25","social","2","positive","good",0.725
"anon-25","social","4","negative","good",0.075
"anon-25","social","3","negative","okay",0.15
"anon-25","social","2","negative","okay",0.125
"anon-25","social","2","positive","amazing",0.85
"anon-25","social","1","negative","bad",0.8
"anon-26","social","3","negative","terrible",0.2
"anon-26","social","2","positive","terrible",0
"anon-26","social","1","positive","bad",0
"anon-26","social","4","negative","bad",0.75
"anon-26","social","3","positive","okay",0.75
"anon-26","social","1","positive","amazing",0.925
"anon-26","social","4","negative","terrible",0.975
"anon-26","social","2","positive","okay",0.225
"anon-26","social","5","negative","okay",1
"anon-26","social","1","negative","okay",0.05
"anon-26","social","3","negative","bad",0.575
"anon-26","social","4","positive","good",1
"anon-26","social","4","positive","amazing",0.875
"anon-26","social","5","negative","good",0.85
"anon-26","social","5","positive","amazing",0.8
"anon-26","social","5","positive","terrible",0.8
"anon-26","social","2","negative","good",0.775
"anon-26","social","4","positive","okay",0.4
